Brand & Model + Spec,Unit Price,Seller
"HP VICTUS FA-0353TX, HP Victus Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-fa0353TX Gaming Laptop  (15.6 inch, Performance Blue, 2.37 kg, With MS Office)",Rs. 82000,""""
"Dell Inspiron 5430, 3th Gen Laptop, Intel i5-1335U/16GB/ 512GB SSD Windows 11   MSO2",Rs. 70990,Mashiva Tech.9990666322
"dell  3380 latitude, Core i5 7th Gen Laptop, 8gb RAM, 256gb SSD, Intel HD Graphics, HD Screen, Win 10 pro ,  Black, Slim",Rs. 14800,K.R.P. IT Solutions8860205927
"Dell e5440 Latitude, dell e5440 latitude i5 4th gen /8gb/256gb/win10 pro/14 inch",Rs. 12500,""""
"HP  Pavilion 14, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, FPR, Backlit KB, Audio by B",Rs. 66990,Mashiva Tech.9990666322
"MSI  GF 63, Thin GF63 12UC 
i5-12450H / 16GB DDR4 	512GB NVMe Gen4x4 / RTX 3050 4GB  GDDR6 4GB	15.6 FHD  144Hz  IPS-Level		win 11 home 2 year WARRANTY",Rs. 60500,AVS Infomedia6397301845
"HP 255 G8, NEW BOX AMD ATHLON / 4GB RAM / 256 NVME / DOS / NEW BOX 1 YEAR WARRANTY",Rs. 18000,""""
"Apple MacBook Pro MNWE3HN/A, 16-inch MacBook Pro: Apple M2 Max chip with 12_core CPU and 38_core GPU, 1TB SSD - Silver",Rs. 349900,Mashiva Tech.9990666322
"HP OMEN Gaming Laptop, AMD Ryzen 7 6800H, 8GB RTX 3070 Ti GPU, 16.1-inch (40.9 cm), QHD, IPS, 300 nits, 165Hz, 3 ms Response time, 16GB DDR5, 1TB SSD, RGB Backlit KB (MSO, Silver, 2.37 kg), n0123AX",Rs. 119990,""""
"HP 15-eg3018TU, NEW MODEL 
I5-13TH / 16GB / 1TB NVME / 15.6 INCH / WIN   OFFICE",Rs. 73000,AVS Infomedia6397301845
"HP Pavilion 15, 12th Gen Intel Core i5-1240P, 15.6 inch(39.6cm) FHD Laptop, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics,B",Rs. 73999,Mashiva Tech.9990666322
"HP FA 1125 TX, NEW BOX PACK 
i5-12TH GEN 
8GB / 512GB NVME  LED 15.6 diagonal FHD display 144 Hz 9 ms response time
Intel
Backlit keyboard with numeric keypad, Wide Vision 720p HD camera,",Rs. 56500,AVS Infomedia6397301845
"HP VICTUS FA 0555 TX, NEW BOX 
 i5 12th Gen /16 GB / 512 GB SSD / Windows 11 Home/ 4 GB Graphics NVIDIA GeForce RTX RTX 3050 4GB Graphics Card  15.6 inch Performance Blue  With MS Office",Rs. 65500,""""
"Apple MacBook Air MGN63HN/A, 13-inch MacBook Air: Apple M1 chip with 8-core CPU and 7-core GPU, 256GB - Space Grey",Rs. 99900,Mashiva Tech.9990666322
"HP OMEN Gaming Laptop, AMD Ryzen 7 6800H, 8GB RTX 3070 Ti GPU, 16.1-inch (40.9 cm), QHD, IPS, 300 nits, 165Hz, 3 ms Response time, 16GB DDR5, 1TB SSD, RGB Backlit KB (MSO, Silver, 2.37 kg), n0123AX",Rs. 126742,""""
"HP FG-5185, HP 15 S - FQ 5185 TU i3-1215U 15.6inch (39.6 cm) FHD Anti-Glare, 8GB RAM, 512GB SSD, Intel UHD Graphics, Dual Speakers, (Win 11 Home, MSO 2021, Silver, 1.69 kg",Rs. 36500,AVS Infomedia6397301845
"iPhone 15 Plus MU1Q3HN/A, 15 Plus 512GB Green iPhone",Rs. 119900,Mashiva Tech.9990666322
"Apple MacBook Pro MNWE3HN/A, 16-inch MacBook Pro: Apple M2 Max chip with 12_core CPU and 38_core GPU, 1TB SSD - Silver",Rs. 349900,""""
"HP 15s-fq5190TU, 12th Gen Intel Core i7-1255U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, Thin",Rs. 69990,""""
"HP FQ-5185 TU, HP 15 S - FQ 5185 TU i3-1215U 15.6inch (39.6 cm) FHD Anti-Glare, 8GB RAM, 512GB SSD, Intel UHD Graphics, Dual Speakers, (Win 11 Home, MSO 2021, Silver, 1.69 kg",Rs. 36500,AVS Infomedia6397301845
"HP 255- G8, NEW BOX AMD ATHLON / 4GB RAM / 256 NVME / DOS / NEW BOX 1 YEAR WARRANTY",Rs. 18000,""""
"MSI  MSI  KATANA -17, Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070/240 Hz) Katana 17 B12VGK-672IN Gaming Laptop (17.3 Inch, Black, 2.6 Kg)",Rs. 105000,""""
"Dell Inspiron 5430, Laptop, Intel Core i7-1360P Processor/ 16GB/ 1TB SSD Win 11   MSO21",Rs. 86590,Mashiva Tech.9990666322
"DELL 3420, DELL Core i3 11th Gen - (8 GB/256 GB SSD/Ubuntu) 3420 Business Laptop (14 inch, Black)",Rs. 30900,AVS Infomedia6397301845
"DELL 3420, DELL Core i3 11th Gen - (8 GB/256 GB SSD/Ubuntu) 3420 Business Laptop (14 inch, Black)",Rs. 30900,""""
"Xiaomi Notebook Ultra, 11th Gen Intel Core i5-11320H  (8GB/512GB SSD/Iris Xe Graphics Windows 11/Thunderbolt 4/MS Office21",Rs. 50095,Mashiva Tech.9990666322
"Xiaomi Notebook Ultra Max, 11th Gen Intel Core i5-11320H Thin",Rs. 51805,""""
"Apple MacBook Air MGN63HN/A, 13-inch MacBook Air: Apple M1 chip with 8-core CPU and 7-core GPU, 256GB - Space Grey",Rs. 99900,""""
"Lenovo V15, AMD Ryzen 5 5500U Laptop (8GB/512GB SSD/Windows 11 Home",Rs. 35880,""""
"Lenovo ThinkPad E14 21E3S02M00, i7 12th gen, 16gb, 512gb,window pro, 3 yrs warranty, bag, price 82500 tax extra",Rs. 82500,GNK Traders7428556651
"Lenovo ThinkPad E14 21E3S02900, i5 12th gen, 14inch, 16gb ram, 512gb ssd, window 11 pro, 3 yrs, bag, 63500 tax extra",Rs. 63500,""""
"Lenovo Thinkpad E14 21E3S06Q00, i3 12th, 8GB, 512GB SSD,No OS, FPR, 1 Yrs Warranty, Bag Price 35000 Tax extra",Rs. 35000,""""
"Lenovo ThinkPad E15 21E6S05700, i5 12th gen, 8gb, 512gb, DOS, 1 yrs warranty, bag price 52000 tax extra",Rs. 52000,""""
"Lenovo V14, i5 12th gen, 8gb, 512gb , dos, 14inch, 1 yrs adp, 37000 tax extra",Rs. 37000,""""
"Lenovo V14, i3 12th gen, 8gb, 512gb ssd, Dos, 14inch, 1 yrs adp, bag, price 29000 tax extra",Rs. 29000,""""
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Gold",Rs. 84990,Mashiva Tech.9990666322
"HP Pavilion x360, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xe Graphics, FPR, 5MP Camera w/Privacy Shutter (Win 11, MSO 2021, Rose Gold, 1.51 kg), ek1009TU",Rs. 80290,""""
"Xiaomi Notebook Pro 120, 12th Gen Intel i5-12450H Thin",Rs. 72422,""""
"HP 240 G8, i3 11th gen /8gb/512gb/dos/14 inch /1 year",Rs. 28900,K.R.P. IT Solutions8860205927
"Dell G15-5520 Gaming, Laptop, Intel Core i9-12900H Processor, 16GB DDR5/1TB SSD/NVIDIA RTX 3060 (6GB GDDR6 Win 11   MSO21",Rs. 133990,Mashiva Tech.9990666322
"HP Victus Gaming, Laptop, AMD Ryzen 5 7535HS, NVIDIA RTX 2050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 9 ms Response time, 16GB DDR5, 512GB SSD, Backlit KB, B",Rs. 59999,""""
"DELL 3420, DELL Core i3 11th Gen - (8 GB/256 GB SSD/Ubuntu) 3420 Business Laptop (14 inch, Black)",Rs. 30900,AVS Infomedia6397301845
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Gold",Rs. 84990,Mashiva Tech.9990666322
"HP 16-n0123AX, OMEN Gaming Laptop, AMD Ryzen 7 6800H, 8GB RTX 3070 Ti GPU, 16.1-inch (40.9 cm), QHD, IPS, 300 nits, 165Hz, 3 ms Response time, 16GB DDR5, 1TB SSD, RGB Backlit KB (MSO, Silver, 2.37 kg), n0123AX",Rs. 109990,""""
"Dell XPS 9315, Laptop, Intel Evo Platform Powered by Intel Core i7-1250U Processor, 16GB LPDDR5, 512Gb SSD Win 11   MSO21",Rs. 119490,""""
"MSI MSI Modern 15, AMD Ryzen 5-7530U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/AMD Radeon Graphics/Classic Black/1.7Kg), B7M-071IN",Rs. 45500,AVS Infomedia6397301845
"MSI MSI GF63, Core i5 11th Gen 11260H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GF63 Thin 11UC-1490IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",Rs. 56500,""""
"MSI MSI Katana 17, Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070/240 Hz) Katana 17 B12VGK-672IN Gaming Laptop  (17.3 Inch, Black, 2.6 Kg)",Rs. 105000,""""
"MSI MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 2050, GDDR6 4GB/Black/1.98Kg), A12UCX-265IN",Rs. 60500,""""
"MSI MSI Modern 14, Intel 11th Gen. i5-1155G7, 35CM FHD 60Hz Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.4Kg), C11M-030IN",Rs. 35500,""""
"MSI MSI Modern 14, Intel 11th Gen. i3-1115G4, 35CM FHD 60Hz Laptop (8GB/512GB NVMe SSD/ Windows 11 Home/Classic Black/1.4Kg), C11M-031IN",Rs. 28500,""""
"HP 250 G8, NEW BOX 
INTEL CORE I3 11TH GEN RAM 8GB SSD 512GB LED 15.6 DOS 1 YEAR NEW BOX",Rs. 29000,""""
"HP 255 g8, NEW BOX 
AMD ATHLON / 4GB RAM / 256 NVME / DOS / NEW BOX 1 YEAR WARRANTY",Rs. 18000,""""
"HP FD 0006 TU, HP 15s fd0006TU  i3 13th 8gb 512gb win11 mso Silver fhd 15.6",Rs. 46000,""""
"HP FD 0013 TU, HP FD 0013 TU - i5 13th  16gb  512gb win11 mso Silver  fhd backlight  15.6",Rs. 62000,""""
"DELL 3420 LATITUTE, DELL Core i3 11th Gen - (8 GB/256 GB SSD/Ubuntu) 3420 Business Laptop (14 inch, Black)",Rs. 30900,""""
"HP Pavilion x360, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xe Graphics, FPR, 5MP Camera w/Privacy Shutter (Win 11, MSO 2021, Silver, 1.51 kg), ek1010TU",Rs. 77889,Mashiva Tech.9990666322
"HP DV 2041 TU, HP Pavilion DV 2041 TU  CORE I5-12TH 16GB RAM 512 GB SSD LED 14 FULL FHD-Touchscreen  DDR4, 512GB SSD  Intel Iris  Graphics  FPR, Backlit KB  Win 11-  MSO 2021 Silver 1.41 kg",Rs. 64900,AVS Infomedia6397301845
"HP Victus Gaming, Laptop, AMD Ryzen 7 5800H, NVIDIA RTX 3050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 9 ms Response time, 16GB DDR4, 512GB SSD, Backlit KB, B",Rs. 76990,Mashiva Tech.9990666322
"ACER  ASPIRE - I7, ACER i7 11th Gen - (16 GB/1TB SSD/Windows 11 Home) Aspire Lite AL15-51 Thin and Light Laptop (15.6 inch, Steel Gray)",Rs. 48000,AVS Infomedia6397301845
"HP 15 S - FQ 5185 TU 12th Gen Intel Core i3, HP 15 S - FQ 5185 TU 12th Gen Intel Core i3-1215U 15.6inch (39.6 cm) FHD Anti-Glare, 8GB RAM, 512GB SSD, Intel UHD Graphics, Dual Speakers, (Win 11 Home, MSO 2021, Silver, 1.69 kg), 15s-fq5185TU",Rs. 36500,""""
"HP	FQ 2510 TU	 11th Gen Intel Core i5, HP Laptop 15s, 11th Gen Intel Core i5-1155G7, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, Thin",Rs. 47500,""""
"Dell Inspiron 7430, 2in1 Touch Laptop, Intel Core i7-1355U Processor/16GB/512GB SSD Windows 11   MSO21",Rs. 98990,Mashiva Tech.9990666322
"HP  Laptop 15s, 12th Gen Intel Core i7-1255U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, Thin",Rs. 63990,""""
"APPLE iPhone 15 Pro, iPhone 15 Pro",Rs. 139900,""""
"Lenovo ThinkBook 15, Intel 12th Gen Core i7 Laptop (16GB/1TB SSD/Windows 11 Home/MS Office H",Rs. 87990,""""
"ACER  ASPIRE LATE, ACER  i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Aspire Lite AL15-51 Thin and Light Laptop (15.6 inch, Steel Gray)",Rs. 35000,AVS Infomedia6397301845
"Dell Inspiron 3501, Laptop (Intel 11th Gen i5-1135G7/ 8GB / 1TB   256GB SSD/NVIDIA MX330 2GB Graphics/Windows 10   MSO",Rs. 61999,Mashiva Tech.9990666322
"Acer Aspire Lite Core i3 11th Gen, Acer Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Aspire Lite AL15-51 Thin and Light Laptop  (15.6 inch, Steel Gray)",Rs. 27500,AVS Infomedia6397301845
"DELL Core i3 11th Gen  3420 Latitude, DELL Core i3 11th Gen - (8 GB/256 GB SSD/Ubuntu) 3420 Business Laptop  (14 inch, Black)",Rs. 30900,""""
"HP 15s-fr4001TU, Laptop 15s, 11th Gen Intel Core i5-1155G7, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, Thin",Rs. 51999,Mashiva Tech.9990666322
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey",Rs. 69990,""""
"HP F1009TX, Spectre 16 x360 12th Gen Intel Evo Core i7 16 inch(40.6 cm) UHD OLED Multitouch 400 nits Gorilla Glass 2-in-1 Laptop (16GB RAM/1TB SSD/A370M Graphics 4GB/Win 11/FPR/B",Rs. 175490,""""
"Dell Inspiron 5430, Laptop, Intel Core i7-1360P Processor/ 16GB/ 1TB SSD Win 11   MSO21",Rs. 84990,Mashiva Tech.9990666322
"Lenovo IdeaPad Slim 5, Intel Core i7 13700H Laptop (16GB/512GB SSD/Win 11/Office 2021",Rs. 82990,""""
"HP 15 S - FQ 5185 TU 12th Gen Intel Core i3, HP 15 S - FQ 5185 TU 12th Gen Intel Core i3-1215U 15.6inch (39.6 cm) FHD Anti-Glare, 8GB RAM, 512GB SSD, Intel UHD Graphics, Dual Speakers, (Win 11 Home, MSO 2021, Silver, 1.69 kg), 15s-fq5185TU",Rs. 36500,AVS Infomedia6397301845
"HP Envy x360 Intel Evo Core i5 12th Gen, HP Envy x360 Creator Intel Evo Core i5 12th Gen 1230U - (16 GB/512 GB SSD/Windows 11 Home) 13-bf0121TU Thin and Light Laptop (33.78 cm, Natural Silver, 1.32 Kg, With MS Office)",Rs. 82500,""""
"HP	FQ 2510 TU	 11th Gen Intel Core i5, HP Laptop 15s, 11th Gen Intel Core i5-1155G7, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, Thin",Rs. 47500,""""
"HP Pavillion x360 Intel Core i5 12th Gen, HP Pavillion x360 convertible Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU 2 in 1 Laptop (14 Inch, Natural Silver, 1.41 Kg, With MS Office) 4.2",Rs. 72000,""""
"Apple  MacBook Air, Laptop with M2 chip: 38.91 cm (15.3 inch) Liquid Retina Display, 8GB RAM 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera,Touch ID. Works with iPhone/iPad; SilverLaptop with M2 chip: 38.91 cm (15.3 inch) Liquid Retina Display, 8GB RAM 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera,Touch ID. Works with iPhone/iPad; Silver",Rs. 154900,Mashiva Tech.9990666322
"HP Pavilion x360, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xe Graphics, FPR, 5MP Camera w/Privacy Shutter (Win 11, MSO 2021, Silver, 1.51 kg), ek1010TU",Rs. 77889,""""
"Dell XPS 9315, Laptop, Intel Evo Platform Powered by Intel Core i7-1250U Processor, 16GB LPDDR5, 512Gb SSD Win 11   MSO21",Rs. 128790,""""
"Lenovo ThinkPad E14, Intel Core i5 12th Gen Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office H",Rs. 70890,""""
"HP FQ-5185 TU, HP 15 S - FQ 5185 TU 
 12th Gen Intel Core i3-1215U 15.6inch (39.6 cm) FHD Anti-Glare, 8GB RAM, 512GB SSD, Intel UHD Graphics, Dual Speakers, (Win 11 Home, MSO 2021, Silver, 1.69 kg), 15s-fq5185TU",Rs. 36500,AVS Infomedia6397301845
"HP BF 0121 TU, HP Envy x360 Creator Intel Evo Core i5 12th Gen 1230U - (16 GB/512 GB SSD/Windows 11 Home) 13-bf0121TU Thin and Light Laptop  (33.78 cm, Natural Silver, 1.32 Kg, With MS Office)",Rs. 82500,""""
"HP  FQ 2510 TU, HP Laptop 15s, 11th Gen Intel Core i5-1155G7, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, Thin",Rs. 47500,""""
"HP OMEN, Gaming Laptop, AMD Ryzen 7 6800H, 8GB RTX 3070 Ti GPU, 16.1-inch (40.9 cm), QHD, IPS, 300 nits, 165Hz, 3 ms Response time, 16GB DDR5, 1TB SSD, RGB Backlit KB (MSO, Silver, 2.37 kg), n0123AX",Rs. 109990,Mashiva Tech.9990666322
"HP EK-0074 TU, HP Pavillion x360 convertible Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU 2 in 1 Laptop (14 Inch, Natural Silver, 1.41 Kg, With MS Office) 4.2",Rs. 72000,AVS Infomedia6397301845
"Dell Inspiron 5430, Laptop, Intel Core i7-1360P Processor/ 16GB/ 1TB SSD Win 11   MSO21",Rs. 84990,Mashiva Tech.9990666322
"ACER  ASPIRE LITE, i3-11th /8gb ram /ssd 512gb nvme / led 15.6 /with window 11",Rs. 27500,AVS Infomedia6397301845
"DELL 3420 LATITUTE, core i3-11th /8gb ram /ssd 512 gb / le 14 / dos",Rs. 30900,""""
"DELL 3511 INSPIRON, NEW BOX INSPIRON CORE I5-11TH / 8GB/ 512 GB NVME/LED 15.6/WINDOW/ OFFICE - BLACK",Rs. 44900,""""
"Lenovo Legion Slim 7, Intel Core i9-13900H 16    
Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4060 8GB",Rs. 163990,Mashiva Tech.9990666322
"Dell Vostro 3420, 12th Gen Intel Core i5-1235U Processor, 16GB, 512GB Windows 11   MSO21",Rs. 55990,""""
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Silver",Rs. 69990,""""
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Gold",Rs. 69999,""""
"apple iphone 15 pro max available, iphone 15 pro max natural titanium available",Rs. 159900,""""
"HP Victus Gaming, Laptop, 12th Gen Intel Core i5-12450H, NVIDIA RTX 3050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 9 ms Response time, 16GB DDR4, 512GB SSD, Backlit KB (MSO, Blue, 2.29 kg) fa0666TX",Rs. 68999,""""
"Dell Inspiron 5430, Laptop, Intel Core i7-1360P Processor/ 16GB/ 1TB SSD Win 11   MSO21",Rs. 84999,""""
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Silver",Rs. 69999,""""
"Lenovo IdeaPad Slim 3, Ryzen 5 7520U Laptop (16GB/512GB SSD/Win 11/Office 2021",Rs. 44999,""""
"Lenovo ThinkPad E14 21E3S02M00, i7 12th gen, 16gb, 512gb,window pro, 3 yrs warranty, bag, price 82500 tax extra",Rs. 82500,GNK Traders7428556651
"Lenovo ThinkPad E14 21E3S02900, i5 12th gen, 14inch, 16gb ram, 512gb ssd, window 11 pro, 3 yrs, bag, 64000 tax extra",Rs. 64000,""""
"Lenovo Thinkpad E14 21E3S06Q00, i3 12th, 8GB, 512GB SSD,No OS, FPR, 1 Yrs Warranty, Bag Price 35300 Tax extra",Rs. 35300,""""
"Lenovo Thinkpad E14 21EBS00600, Ryzen 5 5625u, 8gb, 512gb , NO OS, 1 yrs warranty, bag, price 40500 tax extra",Rs. 40500,""""
"Lenovo ThinkPad E15 21E6S05700, i5 12th gen, 8gb, 512gb, DOS, 1 yrs warranty, bag price 52500 tax extra",Rs. 52500,""""
"ASUS Vivobook 15, IntelCore i7-12650H 12th Gen Laptop (16 GB RAM/512GB SSD/Win11/Office 2021",Rs. 59999,Mashiva Tech.9990666322
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Silver",Rs. 69999,""""
"HP Victus, Gaming Laptop, 12th Gen Intel Core i5-12450H, NVIDIA RTX 3050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 9 ms Response time, 16GB DDR4, 512GB SSD, Backlit KB (MSO, Blue, 2.29 kg) fa0666TX",Rs. 68999,""""
"Lenovo IdeaPad 3, Intel Core i5-1235U 12th Gen (8GB/512GB SDD/Windows 11/Office 2021",Rs. 47999,""""
"Dell Inspiron 3520, Laptop,12th Gen Intel Core i5-1235U, Windows 11   MSO21, 8GB, 1TB HDD  256GB SSD,",Rs. 61000,""""
"HP Victus Gaming Laptop, 12th Gen Intel Core i7-12650H, NVIDIA RTX 3050 GPU, 15.6-inch (39.6 cm), 75W TGP , FHD, IPS, 144Hz, 9 ms Response time, 16GB DDR4, 512GB SSD (MSO, Blue, 2.29 kg), fa0188TX",Rs. 84999,""""
"HP Pavilion 14, 12th Gen Intel Core i5 8GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel Iris Xe Graphics/B",Rs. 65999,""""
"Dell Inspiron 5320, Laptop, Intel Core i5-1240P Processor, 16GB, 512GB Windows 11   MSO21, 15 Month McAfee",Rs. 73999,""""
"Lenovo ThinkBook 15 G5, Laptop with AMD Ryzen 7 7730U/ 8 GB Ram/ 512 GB SSD/Windows 11 / Ms-Office 2021/15.6 inch FHD/AMD Radeon 8 Graphics (Renoir)/1 Year Premium Warranty",Rs. 56999,""""
"HP 15-fa0188TX, Victus Gaming Laptop, 12th Gen Intel Core i7-12650H, NVIDIA RTX 3050 GPU, 15.6-inch (39.6 cm), 75W TGP , FHD, IPS, 144Hz, 9 ms Response time, 16GB DDR4, 512GB SSD (MSO, Blue, 2.29 kg), fa0188TX",Rs. 84999,""""
"Dell Inspiron 5430, Laptop, Intel Core i7-1360P Processor/ 16GB/ 1TB SSD Win 11   MSO21",Rs. 84999,""""
"Lenovo ThinkPad E14, Intel Core i5 12th Gen Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office H",Rs. 70899,""""
"Lenovo ThinkPad E14, Intel Core i5 12th Gen Laptop (16GB RAM/1TB SSD/Windows 11 Home/MS Office H",Rs. 73999,""""
"Lenovo IdeaPad Gaming 3, Intel Core i5-11320H Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA GTX 1650 4GB",Rs. 56999,""""
"HP  Omen 16, AMD Ryzen 7 6800H,16.1 inch(40.9cm)QHD Gaming Laptop(16GB RAM/1TB SSD/NVIDIA GeForce RTX 3070ti 8GB Graphics/165Hz/3ms Response Time/Win 11/MSO 21/4Zone Backlit KB/B",Rs. 119990,""""
"HP  Victus Gaming, Laptop AMD Ryzen™ 7 7840HS, 40.9 cm (16.1inch) FHD (1920 x 1080), 144 Hz (16GB, 1TB) NVIDIA® GeForce RTX 3050 6GB Graphics, Win 11, B",Rs. 84999,""""
"Dell Inspiron 3520, Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 1TB HDD   256GB SSD Windows 11   MSO21",Rs. 61000,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Silver",Rs. 107999,""""
"HP Pavilion Aero, AMD Ryzen 5 7535U 13.3 inch(33.8cm) WUXGA IPS Micro-Edge Laptop(16GB RAM/512GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/B",Rs. 67999,""""
"HP 15s, 12th Gen Intel Core i5-1235U 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, Thin",Rs. 54999,""""
"ASUS 16X, AMD Ryzen 7 16GB/512GB SSD/Windows 11/Office 2021",Rs. 61098,Panacea Innovative Technologies9990666334
"Dell Inspiron 5430, Laptop, Intel Core i7-1360P Processor/ 16GB/ 1TB SSD Win 11   MSO21",Rs. 84999,Mashiva Tech.9990666322
"Lenovo IdeaPad Slim 5, Intel Core i5 12450H Laptop (16GB/512GB SSD/Win 11/Office 2021",Rs. 56999,""""
"Hp Pavilion 15, 12Th Gen Intel Core I7 16Gb Sdram/1Tb Ssd 15.6 Inches (39.6Cm) Fhd,IPS/Intel Iris Xe Graphics/B",Rs. 89899,""""
"Dell Inspiron 5430, Laptop, Intel Core i7-1360P Processor/ 16GB/ 1TB SSD Win 11   MSO21",Rs. 86499,""""
"Lenovo IdeaPad Slim 5, 13th Gen Intel Core i7  Laptop (16GB/512GB SSD/Win 11/Office 2021",Rs. 85999,""""
"LENOVO  V15, I3/12TH/8GB RAM/512GB SSD/WIN11",Rs. 40101,Panacea Innovative Technologies9990666334
"Lenovo IdeaPad Slim 5, Intel Core i5 12450H Laptop (16GB/512GB SSD/Win 11/Office 2021",Rs. 58999,Mashiva Tech.9990666322
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Silver",Rs. 79999,""""
"ASUS  TUF Gaming F15, i5-10300H 10th Gen, GTX 1650 4GB Graphics, Gaming Laptop (8GB RAM/512GB NVMe SSD/Windows 11",Rs. 57500,Panacea Innovative Technologies9990666334
